"protein.id","Adrenal","BAT","Brain","Eye","GAT","Heart","Kidney","Liver","Lung","MAT","Muscle","Pancreas","Prostate","SCAT","Skin","Small","Spleen","Stomach","Testis","Thymus","Tongue","Urinary"
"A2A699",515288.3,201686.5,4654492.5,827242.3,300302.2,159772.8,539860.2,184973.2,810742,296832,508210.2,179438.8,587417.5,469102.8,587256.8,191535.5,266685.5,182341,282679.8,190218,768143.2,781783.7
"A2A8L5",1729323.33,546380.75,2780220,2710020,1906277.5,139697.55,4542572.5,4483482.5,2095745,766897.75,73181.97,1487595,2855697.5,549110.5,1276795,2343470,513647.5,1533217.5,907897.75,13891725,880196.5,4324226.67
"A2AF53",103428.3349,184004.5,53906.4742,194414,211352.25,103804.4924,178610.5,145101.25,98396.3,98462.475,82480.3188,112003.2384,169758.75,452.7715,119481.25,184037.5,95165.1899,33940.5381,255950.5,141417.5,77864.7967,47037.2961
"A2AN08",855926,434888.8,923376,1044363.3,728723.5,570255,933854,293379.5,1405112.5,1298292.5,379639,1378985,1066412.5,686200.5,1082945,886451.2,1111723.8,1339195,1889477.5,1201560,1175525,1296006.7
"A2ARI4",1280403.33,422744.25,337655.75,740760.33,1069257.5,177465.75,1290950,1477747.5,71802.73,468568.5,141093.75,514677,457379.5,517413.25,611215.75,1679947.5,297028,1087875,158049.5,548871.5,204755.5,459547.67
"A2RST1",310345,452.7715,452.7715,452.7715,187068.3275,452.7715,452.7715,452.7715,111013.925,244830.718,452.7715,452.7715,452.7715,315901.6479,452.7715,2207827.5,452.7715,2960637.5,452.7715,64163.0816,452.7715,263540.3333
"A6X919",2177996.7,1958342.5,2255835,4214300,1825430,375542.2,610507,4404805,911865.5,3277190,147130.4,2061140,347090.5,2577180,2314697.5,1459372.5,6907180,443296.2,2519380,2725290,721650.5,561407
"A9JSM3",862695.3333,1119050,169379.7369,654009.3333,1439012.5,70663.275,981221.5,1244475,457413,1000669.75,452.7715,6792005,1185190,1127637.75,758672.25,5015550,192523.25,1849020,90460.35,610366.25,178480.3396,2518343.3333
"B1AUH1",1596563.3333,452.7715,911971.5,1094993,452.7715,452.7715,646310.25,452.7715,585746.75,83651.239,273289.75,23069.6073,200626.25,452.7715,161400.6764,131905.2723,411342.25,280008.75,452.7715,385740.6639,452.7715,1442950
"B1AWN4",3783976.0938,671447.0074,452.7715,452.7715,452.7715,991021.8324,271348,452.7715,537998.9735,62014.4484,452.7715,452.7715,155465.75,452.7715,168604.75,1532102.5,452.7715,154033.75,452.7715,79462.1432,452.7715,2082260
"B2RU80",1068993.33,276810.5,65693.75,140378.67,646835,205571.75,730661,1013455,3141852.5,858519.5,75958.52,132376.25,178781,539920.75,524118.25,176714.25,1385280,161863.5,77013.35,152398.75,587331.75,351310
"B2RXV4",361808,167196.25,240733.5,355530,267866,452.7715,981813.5,201994.25,220601.5,353337,83820.05,295390.25,793654.75,433813.75,318018.75,2254250,969332.25,146765,452.7715,1718047.5,250925.5,282121
"B9EJ80",1302206.7,1027006.2,2419870,4565163.3,1090137.5,427813.2,1403280,1052240,1352495,1234545,136711,1997345,303723,1001432.8,367006.2,1482187.5,1855187.5,738267.5,4182615,3498892.5,342515.5,790070
"E9PUL5",81479.8,106687.48,6723117.5,348865,33561,218362.38,47713.95,16622.31,56691.4,30839.45,61056.35,250287.75,177591.25,73083.6,159078.5,75399.07,49355.47,44350.3,53466.8,29980.14,88955.81,56764.17
"E9Q137",7381337,6667258,2675615,7054893,6559932,1083095,8648865,3553655,2365655,4320228,1602835,1489285,2482382,5941045,4222058,7006698,3211328,1877298,3041605,4820575,1115902,3383053
"E9Q9K5",452.7715,1901975,452.7715,702389,247430.8,3760095,452.7715,452.7715,176682,1021412,105304000,603430.5,488083,2246632,9232520,452.7715,514090.6,366675.2,452.7715,181431,7024585,452.7715
"F7BWT7",3350120,1534177.5,993473,1318586.7,1232787.5,354786.4,3153037.5,1197435,3562012.5,1772940,747402.2,1144790,10644275,1823427.5,1747910,13221200,6459312.5,4823005,264944.8,737994.2,919486.2,6844423.3
"G5E829",15829300,5885352,72352175,31343700,23031150,5494278,14995150,4876800,17881500,14326600,4004370,10049845,16563100,19708075,12817625,34884425,15405550,11831875,9089088,23436750,9268435,16239467
"O08530",1377433.33,658472.5,6439930,945383.67,1204990,464273.5,533589.75,1682312.5,8193365,1187682.5,302573.5,1805664.25,404838,1415815,942707.75,313416,1114420,263620,82534.65,648924.75,882390,422904.33
"O08532",31548433.3,13208500,21583825,7722550,7915400,21781075,7742725,3400022.5,18076025,8738575,292061250,2610235,30670000,9941207.5,50014350,8769760,12294100,11770650,964266.2,2737512.5,28947200,22123466.7
"O08579",9288240,9662420,7758727.5,8944053.3,8760172.5,5772992.5,580625,3457555,3750010,5663795,11863025,3394917.5,2902007.5,6469262.5,439898.2,1558253.8,7771552.5,2620987.5,2649217.5,12595475,2019797.5,5166456.7
"O08581",1350510,452.7715,7869230,5124976.6667,380322.25,452.7715,5020967.5,39294.275,377115.25,32028.5975,452.7715,3442817.5,3046852.5,452.7715,175758.75,2445835,82665.2326,943727.75,133916.25,86526.725,452.7715,1756766.6667
"O08705",484072.7,117825.8,144102.4,177560,452.7715,91546.37,17963.4,29917180,16725.65,258928.8,452.7715,452.7715,452.7715,224793,452.7715,452.7715,261453.7,42176.68,452.7715,452.7715,452.7715,452.7715
"O08707",452.7715,452.7715,452.7715,452.7715,104900.3972,452.7715,452.7715,452.7715,355486,78123.5,452.7715,452.7715,452.7715,199336,135024.25,452.7715,241462.5,452.7715,996758.1065,452.7715,452.7715,452.7715
"O08715",3354416.7,11005475,445471.8,1107103.3,1752922.5,9470790,171298.2,1137205,339458.5,1691685,4836680,1193432.5,322840.5,2445252.5,115253.2,205033.5,271615,643219.2,1556070,864307.2,4509252.5,410059
"O08786",68761.72,452.7715,452.7715,452.7715,3242038,452.7715,817387,452.7715,776293,137635.8,452.7715,14085480,24033.71,452.7715,452.7715,703143.8,391991,868757.5,452.7715,452.7715,452.7715,452.7715
"O09047",455566.33,758614.25,370056.75,197079.33,3198357.5,559986,261231.5,326487.15,545808.5,1226750,296837.25,281482,387382.5,4356842.5,2707395,532147.25,110788.95,414687.75,90588.17,1049771.5,410173.5,611927.33
"O35074",19624300,613160.8,704951,6270063.3,7405022.5,3758502.5,1722887.5,3008505,15091625,5794762.5,1449610,1710532.5,3127600,2879175,1723790,2725560,3909642.5,3822477.5,4888045,3263637.5,4125660,10176070
"O35114",16797200,20975250,4868335,7508013,22516950,9470300,8554625,52637525,22768675,23794175,8592330,7564198,8284168,35884050,21069375,12191700,26548975,11566300,4846255,16171800,8427382,13477467
"O35153",2441493.3,2928692.5,537971.8,1172196.7,1699712.5,409876.5,419855.8,1574892.5,770572.5,1412095,810311.8,3912640,2511635,1556832.5,705766,1034212.8,1065462.5,1392862.5,508391.5,779197,568654.8,1053077
"O35166",8261043.3,6737390,3347082.5,9344000,8751855,2364977.5,4843332.5,11569000,3892780,6480330,11176775,24018000,6210947.5,9379595,988594.5,5207882.5,8237447.5,3883012.5,4352377.5,8630312.5,1952335,3964643.3
"O35372",421724.6667,987888,470184,202560.6667,3005040,477321.25,1528952.5,892062,477660.75,1678487.5,641204,1474042.5,244560.5,943559,147405.25,1517565,369213.5,650632,142971.4,393779.25,452.7715,85210.3333
"O35379",3921826.7,3584845,600796,4183500,7345542.5,2287890,3070075,354660.8,1811025,3985482.5,1121365,2739597.5,1750262.5,5483485,5387645,1565192.5,3874865,2739097.5,2192487.5,3660590,2821045,2895653.3
"O35405",2219763.3,488640,7443927.5,2127586.7,782143.8,254126.8,861977.2,800242,786209.8,813963.5,223887,1697552.5,1662135,898576.8,1869007.5,717166.8,2936700,3250542.5,3970290,3559602.5,810243.2,914791
"O35445",419075.3333,764653,179080,456968.6667,508073.25,85132.271,574779.75,750521.75,245975.5,333509.5,203115.5,485920.5,104715.7,515166.25,88137.0583,420274.75,261463.25,146616,51152.375,271731.75,452.7715,207552.6667
"O35457",161814.6667,452.7715,452.7715,452.7715,179481.8945,452.7715,250997.5,452.7715,422532.5,48469.8488,452.7715,188196.75,6187.0877,49400.7561,84591.7785,65894.884,48376.8,452.7715,452.7715,66380.073,452.7715,70947.2882
"O35516",1341343.3,803906.8,548717.8,2343050,2435800,227526.5,759702,1507672.5,1206175,1255515,368061.5,360561.8,952942.2,2409670,1738017.5,383062.8,1228052.5,651171,968167.5,1857500,1244840,1415123.3
"O35526",2231806.67,714038,85948150,4523480,275792.25,204305.75,134802.55,40568.57,118445.75,542488.5,141930.59,325967.75,1385940,351683.75,443822.25,706580.75,210677.25,1240865,120371.38,231512.5,387923,560363.33
"O35598",14685433,4978788,6112435,14616767,12855575,2799898,16213450,5843168,14206500,12518775,2387305,10409515,36222600,12148700,11872000,36377300,26295200,13144025,4500672,15555300,5027060,25350933
"O35604",12423967,21489250,3876192,16940000,11031175,4766478,4216965,32359075,13218325,9327240,8119042,2831002,3341775,19358125,25490575,4272225,16726550,3300285,2419762,21916875,7109455,3692677
"O35659",452.7715,452.7715,160839.5,452.7715,452.7715,452.7715,38670.3253,452.7715,963333.75,452.7715,452.7715,562280.75,452.7715,452.7715,452.7715,211713.5,18556.8476,146371.25,452.7715,452.7715,452.7715,452.7715
"O35683",10743366.7,29636500,2223410,3462543.3,5587892.5,86786250,8921280,9600270,1425085,10127385,22453150,375258.2,9378355,7544162.5,9750295,1515487.5,872046.5,5466852.5,701746.5,1656105,66352975,3670720
"O35704",4302836.7,989936.8,784623.5,19292566.7,1635287.5,245947.8,5776030,956243,2964460,1864887.5,115927.1,1194192.5,705459.5,1932577.5,2423632.5,10675650,3680382.5,2852637.5,1399265,2757237.5,713637,7628206.7
"O35714",452.7715,452.7715,452.7715,452.7715,123184.25,452.7715,452.7715,452.7715,112198.5,817255.5,452.7715,35644.8838,31957.8962,920529.75,1075177.5,146973.25,1570395,33959.2319,452.7715,1749305,452.7715,26690.1393
"O35912",5797900,452.7715,452.7715,1299080,13266620,452.7715,452.7715,452.7715,7166405,8336398,452.7715,1423215,7186188,41493.75,25556580,1629755,36459.18,2912022,2942408,8580978,4593335,5728513
"O54689",452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,94887.75,1085665,452.7715,452.7715,452.7715,713555.5,130247.25,243455.25,2207795,452.7715,452.7715,1008387.25,452.7715,452.7715
"O54707",452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,21489.8598,15973.127,122558.3619,452.7715,452.7715,63111.6691,25369.7507,452.7715,105670.7,452.7715,452.7715,40397.75,452.7715,452.7715
"O54734",52006967,43174450,19715500,41493167,65449600,10280218,64850425,42482800,34562175,38827625,19146875,79812375,50738850,45910900,46199075,60055250,41928150,25710925,43816125,50874775,11495578,31993633
"O54885",19306.1216,452.7715,452.7715,452.7715,97509.5,452.7715,452.7715,452.7715,177268.25,214219.25,452.7715,452.7715,452.7715,204324.75,34244.2692,452.7715,854521.25,452.7715,452.7715,126457.5,452.7715,452.7715
"O54957",452.7715,228392.5,452.7715,452.7715,263534.8,136766.8,452.7715,107207.5,1188345,6166092,452.7715,174033,171040.4,5593698,264669.8,674111.2,9834110,80018.32,48337.93,68615920,136146.6,452.7715
"O54990",349411.7,452.7715,1949265,40944570,8023958,452.7715,4950932,295569,1170622,452.7715,452.7715,2433732,19555580,618671.2,122648.1,1368418,118854.2,1518782,2177522,96458.05,171483.5,439024.3
"O55003",3788656.7,14660750,398209.2,2016910,7062752.5,6439195,1126645,2884612.5,329059.8,3365445,8233105,238880.8,848353,5948367.5,4445690,268725,126473.5,379411.8,150471.5,476265.2,10002437.5,426500.3
"O55022",50538467,79211050,47307425,67146233,71113350,22480250,53425400,216725750,48041025,50812775,11836525,57489550,118599150,56578025,35374900,96899000,31283300,16576250,48019175,47859925,11246480,55850533
"O55100",1234800,1809007.5,16686300,12924766.7,295138.2,1869617.5,1618440,105927.1,578590.5,329243.2,1392902.5,272446,442941,486840.5,791308.2,275142.5,167646,968997.8,420453.5,1496065,981650.5,1700926.7
"O55101",2412253.3,3574057.5,149730.2,795790.3,10140742.5,9184770,13420175,10730362.5,6535492.5,7364182.5,5872280,12378625,7052762.5,6489705,5323182.5,7655030,7503277.5,5964682.5,2802852.5,11131647.5,3505520,2009360
"O55143",96333800,143207500,145161000,133625333,101602125,1130545000,132584750,68990300,107538750,72865475,104743675,196127500,94822400,103215875,72408400,178007250,69450000,73743275,71419375,95814175,64486875,114102333
"O55242",14474000,15178150,3743060,7199820,48727125,1810578,5738812,39925800,5283040,11828525,2209715,2057112,7217412,28601375,11140075,6613792,5648790,2406542,2609840,5260812,1745675,5398470
"O70174",61626.9868,452.7715,692776.5,724549.6667,452.7715,452.7715,69999.35,452.7715,452.7715,452.7715,452.7715,452.7715,164140.25,452.7715,452.7715,452.7715,452.7715,93751.435,29551.9496,66080.5903,452.7715,452.7715
"O70228",4708583.3,4569525,8531115,7792196.7,6839742.5,2315685,5000922.5,3512445,3377797.5,4602730,454343.8,5603015,2344067.5,6801110,4673297.5,6441135,2052132.5,2096787.5,1563537.5,2209582.5,2058805,1680096.7
"O70281",647147.3333,225567.75,237955.25,217890,236506.25,200226,54098.1,334808.5,198802.5,330659.25,452.7715,409120.25,307770,442475.5,843571.25,134864.5,440977,188269,189911,141637,148116.25,354285.6667
"O70472",1410320,947433.2,933473,1436553.3,1204897.5,766912.5,1631655,1216682.5,629031.8,1106287.5,645567.2,1210870,278845.8,1232610,860336.8,2108227.5,1465005,537619.8,744239.5,2379840,266691.1,429998.3
"O70496",3305997,4729338,2696352,4172763,5769665,2008590,4199538,4176818,2364702,3977458,1533685,2662265,1096427,7943795,1989352,1224932,4802690,1263535,2072862,2854790,1348115,1444937
"O70503",72106033,77105725,15811200,70956200,54977250,3994565,27637900,35477600,15255475,52719000,1064246,21135075,10629825,49430600,34513700,41295425,23293025,12173750,14074800,30317850,4606835,32116300
"O70572",4832443.3,3649577.5,2304157.5,13862366.7,7132515,4799957.5,24585025,4066282.5,2906140,4069425,360183.2,7814197.5,2095012.5,4240885,1506022.5,18385075,3446820,3961927.5,1153697.5,5766975,900758.5,4186630
"O70577",367186,452.7715,675866.5,137789.7,233460.8,452.7715,80601320,452.7715,452.7715,452.7715,233463.2,40389.15,452.7715,452.7715,20580.44,452.7715,29853.67,452.7715,452.7715,452.7715,452.7715,452.7715
"O70579",5511500,2862830,770195,2406773.3,8211092.5,474730.5,7319135,3063615,1966807.5,3933847.5,158088.4,399741.2,1148800,4354697.5,2064285,1709680,2471805,929070,4733270,7816175,1539512.5,2375893.3
"O88186",23991.9,48246.8218,452.7715,452.7715,452.7715,42276.0414,60195.8912,58884.7957,213834.5,452.7715,452.7715,452.7715,452.7715,109934.3507,203273.25,452.7715,2403555,452.7715,452.7715,452.7715,41227.3305,452.7715
"O88324",14022.0059,452.7715,87707.25,18840.1933,36104.4089,452.7715,452.7715,452.7715,42953.651,334513.5,452.7715,452.7715,452.7715,192938,40827.3634,41363.1,525163.75,452.7715,452.7715,1612605,452.7715,452.7715
"O88455",69876800,4486937.5,5337127.5,10966900,3511637.5,457961.2,6165290,16062800,3398590,6676062.5,378675,13360500,1705422.5,5235177.5,3241872.5,12875175,6206407.5,3256807.5,9376160,9135142.5,1302577.5,979763.3
"O88551",1860257,418347.2,249977.8,3865543,242015.8,452.7715,663038.5,1313055,649152.2,560986.2,194102.2,452.7715,4239548,1331715,18308550,452.7715,99285.43,41684.36,21101.54,10798080,1333978,704085.3
"O88587",36866900,41044400,7042020,16702700,19823950,5885535,19753750,136456500,8845015,21084025,7951530,12187225,20746650,21050600,8531058,24626250,11483875,5639028,3064265,16342800,5791960,13893900
"O88630",3706057,5289805,1361470,3209613,3432085,1401878,1467692,1812038,1230840,2517812,2393555,6131160,2817192,3639540,1359070,3145480,2517155,2344180,1059972,2471122,1032535,2209223
"O88736",2105840,790449,893461,2096270,1325550,1115275,2691137.5,4129210,734714,705721.8,151820.2,977234.8,646106.2,641315,8204292.5,1965227.5,507911.5,513961.8,2112355,924079,468258.2,3230546.7
"O88786",452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,25528.1157,452.7715,21775.3193,452.7715,452.7715,452.7715,452.7715,183343.75,452.7715,50969.5
"O88967",4241560,6616582.5,358237.8,1330946.7,2045960,6548702.5,2078317.5,3469780,853077.2,2203547.5,5241725,1151387.5,3503425,3075705,1449070,1219477.5,918773.5,988755.5,293155,1160562.5,7455580,1059930
"O88983",11799067,13889625,8127598,10591233,12339750,6263220,9412520,12013925,6342615,9812525,11783250,8692942,4348095,18632000,3001828,6582975,15840075,5004448,3574042,10895125,4677945,5127460
"O89001",4403783,6605762,12046925,5868870,6009278,2275138,12162825,5446068,4326075,5449732,1377690,12785725,14699250,8387612,6512360,9018558,2751988,17805800,2105652,3157962,3197298,7313807
"O89051",4723097,3658680,4727850,6154950,8263675,4272042,7628962,7622378,5867222,3659425,2116578,3599348,8415058,5414138,6018635,4269070,4127002,4286262,2088495,8893035,2802020,3669737
"P00158",15793400,116203275,1544355,3746093,15175225,233241250,10254050,27676175,3810270,15818650,97547075,2672795,21382775,17018300,14034752,2980418,2012292,3534418,1424810,3559118,162009750,3034277
"P00397",986885,3398385,44952.02,342858.33,866746.25,6242072.5,373691,734121,418258,1010704.5,1292180,1151186.5,1027358,366402,894203.25,175403.25,31454.76,362091,134112.27,374585.75,11033937.5,220005.33
"P00405",218833333,1072443000,58802950,67444900,102301475,998507500,158528250,331705250,72809100,169979000,1109379250,104572400,173457500,198928750,221756000,66028000,44897900,100763375,31229600,64082400,919715250,66552833
"P00416",3523873.3,6858012.5,1018099.6,790740.3,1498625.8,12629675,1620609.8,2083622.5,2211985,1831010,5131247.5,4882540,7822965,1313359.8,3367207.5,767174.8,587218.9,1081032.5,1043918.5,1546472.5,78264025,620563.3
"P01872",1456020,1208432,452.7715,456834,4219678,396856.8,415129.8,574290.5,2586765,16993980,384379.8,924456,2420288,12929420,4049228,1416310,69603100,624684.2,496190.8,11843100,1222518,1233437
"P01901",48822333,34145875,3236425,7083250,78159575,7006870,17024450,98858775,71525400,95031725,4900272,9780540,30112725,118404500,67626050,99687575,172846500,24115000,7093668,212280250,11458800,24869900
"P03888",12540266.7,58206525,1660370,4292176.7,16058525,173005750,11852375,15578100,3465940,19594625,48556450,3693235,12724975,17363950,13085150,4747272.5,1580762.5,9971472.5,993922.8,2794512.5,119230875,4013286.7
"P03893",696642,1587076,452.7715,219435.3333,1104192,3044910,328280.5,862450,183721.5,974747,1034943.5,439830,1566992.5,368377,900641.5,217300.75,23631.3409,352248.25,63312.925,184143.5,6663147.5,193501.3333
"P03903",116734.6667,600361,41920.6073,45850.1441,239883,1348145,72075.7821,250534,94023.1,184986.25,537263.75,452.7715,142795,128965.925,221905.9,278614.9638,452.7715,31508.625,452.7715,22060.5,259854.25,114552.8333
"P03911",4870633.3,16939925,782389.5,1702866.7,4696277.5,51874800,3484767.5,5488702.5,1464592.5,5086795,15895275,2567475,7139950,4905107.5,6101655,1129616.5,601654.8,2126342.5,553930.2,1595527.5,58383625,1540270
"P04223",84383.2333,452.7715,452.7715,452.7715,67029.8261,452.7715,452.7715,452.7715,281352.875,386185,452.7715,33739.349,452.7715,250900.75,90970.063,94914.575,861622.75,452.7715,452.7715,557507.25,452.7715,353537.6549
"P04231",1613616.67,1242112.5,44733.82,103470.6,2404015,385629,745958.25,483413.25,1570112.5,8601470,212457.5,1285455,480360.75,5508312.5,3295330,2976592.5,17300100,381003,124094.15,21867900,607470.25,803497.67
"P04235",452.7715,82682.9,452.7715,452.7715,331563.6,452.7715,36065.48,19507.98,372058.2,5080120,452.7715,143866.5,452.7715,3217218,134346.3,281254.5,4514965,16759.94,30772.1,12882900,452.7715,452.7715
"P04441",4019343.3,5656062.5,247826.1,408117,11152450,2139967.5,4660185,3675965,9641312.5,44237675,1050607.8,4075097.5,2038815,30117000,10944525,13703925,78642275,2124167.5,383412,72426400,2504442.5,2665720
"P04756",452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,84257.775,452.7715,452.7715,452.7715,88651.075,452.7715,452.7715,452.7715,452.7715,452.7715,88978.25,452.7715
"P05622",5469683.3,3707655,1665707.5,3717833.3,5094627.5,1991092.5,6612500,1622712.5,4419540,3518340,1646535,1378942.5,3270775,7040345,10385575,1698837.5,14569825,1400295,499271.2,3042845,6330702.5,6470786.7
"P09925",7562556.7,13719150,329949.2,1379293.3,3777835,9451795,2756895,5997995,1135003,3233815,5506692.5,1334795,4438587.5,6159615,3737175,1303045,884594.5,1162290,238988.5,746625.8,6906672.5,1628570
"P0C8K7",185508,110882.125,262714.5,137861.6667,420766.5,452.7715,734444,168920.25,62130.45,184809,452.7715,1920255,171356.5,454185.75,84991.6862,27746.8591,345460.25,76466.225,210517.6,55641.1142,452.7715,89728.1
"P10417",393514.3333,351841,616779.75,1911623.3333,2753557.5,114503.35,578569,272171.25,348272.25,2180697.5,452.7715,518659.5,497263.75,2899650,541037,583074.25,3637930,497410.5,91739.075,2883095,228416.5,587246.3333
"P10852",44876400,13085850,82488850,92580400,52443300,3689242,58162700,6911872,10546650,23581200,12978475,165579000,110567250,31673175,32366925,117829000,46322675,21973425,91333050,53599450,11319025,19248200
"P11438",22794667,35328850,5033168,12650600,39274475,15120875,19016925,36161325,22485525,26111450,19876125,19481350,12944700,31447250,42081275,14302275,17573275,7910020,10759588,19511350,19181900,9313400
"P11688",7781350,2110660,749365.8,1850043.3,8648130,3685542.5,2319292.5,10242010,5035530,6813575,1671830,3561730,15230725,6721005,12400750,6562967.5,4886367.5,7937090,727966,4608992.5,6406387.5,14642866.7
"P11911",452.7715,452.7715,452.7715,452.7715,130589.7,55397.04,452.7715,452.7715,658021,6424592,452.7715,521682,452.7715,4707750,452.7715,507209.8,21433280,452.7715,5701562,1095024,452.7715,452.7715
"P12023",2902416.7,1785107.5,12493175,7269203.3,10422900,932889.8,15151075,2053220,9487787.5,3089470,3484247.5,1726517.5,3255127.5,3537285,3354622.5,3942265,2911867.5,3616672.5,1242732.5,2171800,1812612.5,2950423.3
"P14094",30390600,18108075,269571500,127068000,18833450,132105750,371576750,27735425,24694975,15694400,73881600,13126700,79998350,9457948,51084375,348463500,13219050,48183575,16562875,35913775,94116625,42208467
"P14901",4403926.7,859774.8,218910,3693790,2028327.5,416361.8,933633.8,1963730,851897.8,1627477.5,1214620,352865.2,179885.8,2307992.5,309229.2,95954.4,27495300,361277.5,1321382.5,2405312.5,767160.2,1619153.3
"P15208",6991770,3562000,1706572.5,6171363.3,6341350,3343060,4936072.5,6577162.5,2402342.5,3799895,3653740,3691930,3518432.5,4079275,2498292.5,5574782.5,2198060,1725820,858071.8,2638910,1590677.5,2703586.7
"P15209",362780.3333,1891215,8219690,1663406.6667,2250822.5,452.7715,952358.5385,69242.4214,207529.25,540747,110163.2,408134.75,387676.25,1534782.5,391363.5,18870.8565,249567.75,452.7715,72964.725,196355.25,305898,230369
"P15261",2247526.7,4204525,877297.5,1461906.7,6926882.5,1186560,1435047.5,864388.8,4279702.5,3837975,1016978.8,987616.5,1867410,5950997.5,4236020,3905315,6287177.5,1766732.5,725567.2,10376705,1933300,1597220
"P15530",452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,452.7715,186434.5,461713.8,4467778,452.7715,281194,452.7715,2652248,62561.72,500031.5,11286200,452.7715,452.7715,427639.5,452.7715,452.7715
"P15920",4111406.7,4986195,2888180,2615456.7,2487507.5,884853.5,5547655,3314282.5,1872030,3352127.5,438403.8,6187752.5,2288225,4679175,2883582.5,11344250,5652532.5,2468937.5,1190567.5,5949780,1133005,1873186.7
"P16092",617196.7,653714.5,1110381.8,930754,1496682.5,244618.8,431138.2,354590,573957.2,666266.5,210217,635274,572507.8,1835757.5,545556.2,223071.2,599713,225366,197863.8,394954,790058.5,1091563.3
"P16390",281145,520460.5,13852420,2588490,177303.9,82399,452.7715,104388.2,544460,376375.5,220377.5,452.7715,324468.8,736430.5,649753.2,342946.5,3146702,202892.8,452.7715,5585615,903600,249752
"P16872",452.7715,452.7715,452.7715,452.7715,183741.7828,452.7715,452.7715,452.7715,154184.75,408717.25,452.7715,452.7715,452.7715,511737.75,82609.825,56635.7481,725570.5,49594.7588,452.7715,663933.5,452.7715,452.7715
"P17047",50752933,35474250,5813272,63839933,56386850,14456500,64724250,152580000,27590775,34555425,10548995,16804125,41714825,60846300,86589100,18682650,28206525,19051475,16838975,53608300,26444225,25614433
"P17665",2667960,17635875,2886025,3621983.3,2545510,22115175,2554307.5,5996332.5,1984045,5270272.5,11480762.5,8106130,464856.7,2532867.5,4119380,1227709.5,1736210,3173300,38736.4,1675267.5,5992760,2209976.3
"P17809",6115390,4052735,16149275,415569000,3373295,3489010,18810525,4080272,2006252,3973758,2542502,2460470,9918235,7974195,6692025,3795642,10705385,6263780,4410362,6082250,6311135,4656083
"P18052",7909963.3,3249147.5,10317787.5,11932966.7,9035282.5,1642037.5,10774450,2161902.5,7255527.5,6772647.5,848441.5,2962680,9973895,8209140,3798855,4660022.5,10554400,2873515,2339337.5,13312825,4809357.5,9762450
"P18581",1769550,239547.5,2673620,3848636.7,393878,222893.8,464537.5,29930225,1300102.5,253802.8,1958687.5,5287002.5,270381.5,358802,925494.2,692034.2,3195307.5,541293.2,923066,905731.2,318485.2,130515.3
"P18762",62690.3136,332050.25,69666.1,142407.7,134777,452.7715,87557.625,452.7715,800998.25,132841.75,178863.25,153763.75,160321.75,235164,204326.5,80941.275,409022,30424.425,452.7715,152483,169401.75,150119.7333
"P19783",113690333,502953250,19534575,36575933,74821500,677578250,65314050,126806750,31829075,104139275,436835000,60033925,86051300,105384500,117913000,38338425,15715175,61695825,11701475,27714325,745511000,32392467
"P20491",5927630,4972272,3769640,2688257,16155575,3311748,5686068,3054692,10574835,11936350,1244125,1343202,4649018,17093460,13126050,4441182,30825150,2932678,1914850,19113725,4547752,4343527
"P21958",5536343.3,5020052.5,352164.8,1227330,8676480,786922,1772210,3437575,6146542.5,17976975,166380.2,1371350,1177310,17525675,5212492.5,14360575,28962800,2485152.5,630855.2,34717275,1229627.5,1802450
"P22646",156483.8,346021,452.7715,452.7715,223105.5,452.7715,125077.5,452.7715,669988,7583892,452.7715,206551.5,93098.13,7042758,1943442,706704.2,11547320,31930.43,75234.93,19374350,452.7715,452.7715
"P23818",170742,22657.9618,4701995,451075.3333,452.7715,452.7715,452.7715,290942.0077,174683.75,452.7715,452.7715,452.7715,41220.7,40336.3972,452.7715,556632.1052,131602.4388,452.7715,130968.6141,452.7715,452.7715,59964.3333
"P23979",145553.3333,80670.475,452.7715,1838913.3333,452.7715,452.7715,76151.0632,452.7715,452.7715,452.7715,452.7715,452.7715,184141,452.7715,452.7715,452.7715,34851.2031,29801.9884,452.7715,452.7715,452.7715,270784.6667
"P25118",848342,288683,88307.825,238735.3333,566806.5,452.7715,260247.25,447971,394768.25,310662.75,89029.0395,391722.25,217089.5,444703.75,272794,878578.75,533754.25,177788,332745,989669.75,183424.75,348694
"P26361",452.7715,452.7715,11291.9621,452.7715,252256.75,452.7715,88327.75,452.7715,118984.675,76058.1573,452.7715,35445.429,45012.9703,452.7715,452.7715,2550112.5,64147.2166,103513.475,54584.425,53640.225,452.7715,302105.1105
"P26618",2150406.7,1146362.5,768348.8,740500.7,3229697.5,1046890,1551545,495175.8,4045575,1842820,770180.5,747903.8,1804160,3789117.5,3234945,827726.2,3219232.5,872410.8,819888,945400.2,5131097.5,3231020
